study_uid,series_uid,source,dicom_dir,zarr_path,zarr_exists,dicom_exists,dicom_size_bytes
1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394,1.2.826.0.1.3680043.8.498.12085504130809929729103897247086930468,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394/1.2.826.0.1.3680043.8.498.12085504130809929729103897247086930468,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394/1.2.826.0.1.3680043.8.498.12085504130809929729103897247086930468.zarr,True,True,14953522
1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394,1.2.826.0.1.3680043.8.498.22350941940168581233659964138249514718,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394/1.2.826.0.1.3680043.8.498.22350941940168581233659964138249514718,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394/1.2.826.0.1.3680043.8.498.22350941940168581233659964138249514718.zarr,True,True,13824444
1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394,1.2.826.0.1.3680043.8.498.36920113116383282710943538994927981876,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394/1.2.826.0.1.3680043.8.498.36920113116383282710943538994927981876,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394/1.2.826.0.1.3680043.8.498.36920113116383282710943538994927981876.zarr,True,True,14625152
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.10398122283136151623747293132260100759,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.10398122283136151623747293132260100759,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.10398122283136151623747293132260100759.zarr,True,True,6599704
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.10612361005926251456847561956635262722,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.10612361005926251456847561956635262722,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.10612361005926251456847561956635262722.zarr,True,True,26261018
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.61060692464231753798040762152369852425,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.61060692464231753798040762152369852425,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.61060692464231753798040762152369852425.zarr,True,True,9483610
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.77941154390263872263584692780262100897,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.77941154390263872263584692780262100897,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.77941154390263872263584692780262100897.zarr,True,True,9483864
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.87400072663116536448673623612489172444,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.87400072663116536448673623612489172444,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.87400072663116536448673623612489172444.zarr,True,True,26261024
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.93204062869632903043115397277688722632,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.93204062869632903043115397277688722632,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.93204062869632903043115397277688722632.zarr,True,True,26261034
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.10138400860303228304047985771421435784,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.10138400860303228304047985771421435784,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.10138400860303228304047985771421435784.zarr,True,True,21337042
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.11788164428905677775308855476550714595,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.11788164428905677775308855476550714595,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.11788164428905677775308855476550714595.zarr,True,True,5362078
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.12061584096631077508632129628209972719,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.12061584096631077508632129628209972719,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.12061584096631077508632129628209972719.zarr,True,True,21336938
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.12283902861056341541201338138068066294,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.12283902861056341541201338138068066294,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.12283902861056341541201338138068066294.zarr,True,True,21336634
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.12595857485273978815469036481976397270,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.12595857485273978815469036481976397270,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.12595857485273978815469036481976397270.zarr,True,True,5362130
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.40067587795096624398858253836281924077,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.40067587795096624398858253836281924077,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.40067587795096624398858253836281924077.zarr,True,True,13130590
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.85333757578596026834805540362380833241,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.85333757578596026834805540362380833241,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.85333757578596026834805540362380833241.zarr,True,True,24619290
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.87979090750692080284624781117007957118,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.87979090750692080284624781117007957118,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.87979090750692080284624781117007957118.zarr,True,True,6187110
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.10261053202170116880341199746093649009,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.10261053202170116880341199746093649009,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.10261053202170116880341199746093649009.zarr,True,True,6816600
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.23046051137177793352388369210745150056,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.23046051137177793352388369210745150056,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.23046051137177793352388369210745150056.zarr,True,True,14774226
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.34261736157116391641290714895482792113,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.34261736157116391641290714895482792113,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.34261736157116391641290714895482792113.zarr,True,True,9829262
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.75650187531194852023871501055652723295,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.75650187531194852023871501055652723295,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.75650187531194852023871501055652723295.zarr,True,True,5630686
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.85682196050262263484642671710534742181,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.85682196050262263484642671710534742181,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.85682196050262263484642671710534742181.zarr,True,True,5927462
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.33316216096749283413269516635969265980,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.33316216096749283413269516635969265980,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.33316216096749283413269516635969265980.zarr,True,True,9981450
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.41751407285593261301937942061885125240,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.41751407285593261301937942061885125240,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.41751407285593261301937942061885125240.zarr,True,True,11032060
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.60519317366971570170934879228359117304,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.60519317366971570170934879228359117304,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.60519317366971570170934879228359117304.zarr,True,True,9981412
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.64945894485172824370200401071778190389,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.64945894485172824370200401071778190389,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.64945894485172824370200401071778190389.zarr,True,True,10506778
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.70129634833277575961221452682822711442,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.70129634833277575961221452682822711442,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.70129634833277575961221452682822711442.zarr,True,True,9981412
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.12421004035680984708227339687183062277,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.12421004035680984708227339687183062277,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.12421004035680984708227339687183062277.zarr,True,True,11262896
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.33788855095027519865615604807327323172,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.33788855095027519865615604807327323172,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.33788855095027519865615604807327323172.zarr,True,True,57855672
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.68571912553884111541823558096195433355,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.68571912553884111541823558096195433355,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.68571912553884111541823558096195433355.zarr,True,True,9484164
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.80126107048478277295386095863259178495,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.80126107048478277295386095863259178495,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.80126107048478277295386095863259178495.zarr,True,True,38059920
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.10705298691863112379533269403436857260,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.10705298691863112379533269403436857260,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.10705298691863112379533269403436857260.zarr,True,True,10060896
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.10709481291181856834545021650181350504,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.10709481291181856834545021650181350504,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.10709481291181856834545021650181350504.zarr,True,True,10642720
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.11884288089525709808993974550713797228,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.11884288089525709808993974550713797228,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.11884288089525709808993974550713797228.zarr,True,True,14633474
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.12351434285244105587327544381760836887,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.12351434285244105587327544381760836887,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.12351434285244105587327544381760836887.zarr,True,True,19857280
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.99708703036078965966876737788881385029,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.99708703036078965966876737788881385029,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.99708703036078965966876737788881385029.zarr,True,True,22844888
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.51676946161186468941650577339931945923,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401/1.2.826.0.1.3680043.8.498.51676946161186468941650577339931945923,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401/1.2.826.0.1.3680043.8.498.51676946161186468941650577339931945923.zarr,True,True,16779058
