study_uid,series_uid,status,reason,n_files,modality,sop_class,rows,columns,pixel_spacing,orientation,n_missing_ipp,n_missing_iop,n_orientation_groups,n_pixel_spacing_groups,n_duplicate_positions,median_spacing_mm,min_spacing_mm,max_spacing_mm,max_spacing_deviation_pct,instance_min,instance_max
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.85333757578596026834805540362380833241,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.99981948,0.01900003,0.00000000,-0.00067423,0.03547953,-0.99937018",0,0,1,,0,3.600000,3.599993,3.600005,0.0002,1,30
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.87979090750692080284624781117007957118,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.50000000,0.50000000","0.99981948,0.01900003,0.00000000,-0.00067423,0.03547953,-0.99937018",0,0,1,,0,3.600000,3.599993,3.600005,0.0002,1,30
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.10261053202170116880341199746093649009,VALID,,23,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.44270833,0.44270833","0.98708404,0.15983572,0.01084596,-0.15987274,0.98713413,0.00263110",0,0,1,,0,5.200000,5.199993,5.200004,0.0001,1,23
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.23046051137177793352388369210745150056,VALID,,20,MR,1.2.840.10008.5.1.4.1.1.4,640,576,"0.31250000,0.31250000","0.99680984,0.07981319,0.00000000,-0.00163202,0.02038281,-0.99979092",0,0,1,,0,5.200000,5.200000,5.200001,0.0000,1,20
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.34261736157116391641290714895482792113,VALID,,23,MR,1.2.840.10008.5.1.4.1.1.4,512,416,"0.39062500,0.39062500","-0.08541691,0.99634530,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,4.200000,4.199996,4.200004,0.0001,1,23
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.75650187531194852023871501055652723295,VALID,,19,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.46875000,0.46875000","-0.08536493,0.99573835,0.03489951,-0.00298097,0.03477196,-0.99939083",0,0,1,,0,5.200000,5.199997,5.200004,0.0001,1,19
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.85682196050262263484642671710534742181,VALID,,20,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.44270833,0.44270833","0.99637715,0.08504459,-0.00000000,-0.00515086,0.06034715,-0.99816416",0,0,1,,0,4.800000,4.799996,4.800005,0.0001,1,20
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.33316216096749283413269516635969265980,VALID,,19,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.35160000,0.35160000","0.11767800,0.99300000,-0.01013210,0.00482188,-0.01077300,-0.99993000",0,0,1,,0,4.999999,4.999969,5.000009,0.0006,1,19
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.41751407285593261301937942061885125240,VALID,,21,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.35160000,0.35160000","0.99676900,-0.07971470,0.00982700,0.07788310,0.98919500,0.12421000",0,0,1,,0,5.500000,5.499937,5.500056,0.0011,1,21
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.60519317366971570170934879228359117304,VALID,,19,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.35160000,0.35160000","0.11767800,0.99300000,-0.01013210,0.00482188,-0.01077300,-0.99993000",0,0,1,,0,4.999999,4.999969,5.000009,0.0006,1,19
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.64945894485172824370200401071778190389,VALID,,20,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","0.99437600,-0.10586800,0.00271609,0.01159690,0.08340610,-0.99644800",0,0,1,,0,4.999983,4.999884,5.000088,0.0021,1,20
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.70129634833277575961221452682822711442,VALID,,19,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.35160000,0.35160000","0.11767800,0.99300000,-0.01013210,0.00482188,-0.01077300,-0.99993000",0,0,1,,0,4.999999,4.999969,5.000009,0.0006,1,19
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.12421004035680984708227339687183062277,VALID,,38,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.99837600,0.04966700,-0.02790940,-0.04841180,0.99785900,0.04398060",0,0,1,,0,3.599978,3.599878,3.600180,0.0056,1,38
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.33788855095027519865615604807327323172,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,896,896,"0.17857100,0.17857100","0.98479800,0.17074700,0.03191490,0.02549150,0.03968050,-0.99888700",0,0,1,,0,3.300013,3.299089,3.300369,0.0280,1,36
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.68571912553884111541823558096195433355,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.98479800,0.17074600,0.03192290,0.02549940,0.03968190,-0.99888700",0,0,1,,0,3.300012,3.299089,3.300322,0.0280,1,32
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.80126107048478277295386095863259178495,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,792,800,"0.21250000,0.21250000","-0.19867300,0.98006600,0.00000002,0.00036267,0.00007354,-1.00000000",0,0,1,,0,3.299863,3.299370,3.300843,0.0297,1,30
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.10705298691863112379533269403436857260,VALID,,16,MR,1.2.840.10008.5.1.4.1.1.4,560,560,"0.30745044,0.30745044","0.99842763,-0.03327814,-0.04510912,-0.03880553,0.17039528,-0.98461139",0,0,1,,0,6.246751,6.246743,6.246751,0.0001,1,16
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.10709481291181856834545021650181350504,VALID,,16,MR,1.2.840.10008.5.1.4.1.1.4,576,576,"0.29891017,0.29891017","0.99842763,-0.03327814,-0.04510912,-0.03880553,0.17039528,-0.98461139",0,0,1,,0,6.246751,6.246743,6.246751,0.0001,1,16
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.11884288089525709808993974550713797228,VALID,,22,MR,1.2.840.10008.5.1.4.1.1.4,576,576,"0.35069445,0.35069445","0.03193439,0.99135488,0.12726231,0.03256117,0.12622778,-0.99146676",0,0,1,,0,4.834055,4.834055,4.834071,0.0003,1,22
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.12351434285244105587327544381760836887,VALID,,20,MR,1.2.840.10008.5.1.4.1.1.4,704,704,"0.25426137,0.25426137","0.99842763,-0.03327814,-0.04510912,0.04045242,0.98481369,0.16883598",0,0,1,,0,7.335749,7.335746,7.335749,0.0001,1,20
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.99708703036078965966876737788881385029,VALID,,22,MR,1.2.840.10008.5.1.4.1.1.4,720,720,"0.28055555,0.28055555","0.03193439,0.99135488,0.12726231,0.03256117,0.12622778,-0.99146676",0,0,1,,0,4.834055,4.834055,4.834071,0.0003,1,22
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.51676946161186468941650577339931945923,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,528,528,"0.31250000,0.31250000","0.02126193,0.99963099,-0.01690644,0.00192193,-0.01695110,-0.99985445",0,0,1,,0,3.500004,3.499989,3.500004,0.0004,1,30
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.52617317497828611151327175969188939183,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,528,528,"0.31250000,0.31250000","0.02126193,0.99963099,-0.01690644,0.00192193,-0.01695110,-0.99985445",0,0,1,,0,3.500004,3.499989,3.500004,0.0004,1,30
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.67214754783910771084803504086410905872,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,528,528,"0.31250000,0.31250000","0.99977207,-0.02122634,0.00228164,0.00192193,-0.01695110,-0.99985445",0,0,1,,0,3.500000,3.499995,3.500002,0.0002,1,30
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.76206109519289930878461038242097331022,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,560,560,"0.28571430,0.28571430","0.99977207,-0.02122634,0.00228164,0.02126193,0.99963099,-0.01690644",0,0,1,,0,3.500000,3.499998,3.500002,0.0001,1,35
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.98396227490752197049907798146084545731,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,528,528,"0.31250000,0.31250000","0.99977207,-0.02122634,0.00228164,0.00192193,-0.01695110,-0.99985445",0,0,1,,0,3.500000,3.499995,3.500002,0.0002,1,30
1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269,1.2.826.0.1.3680043.8.498.12167816600846465625393732895688146085,VALID,,15,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.39062500,0.39062500","0.01110870,0.99993800,0.00000000,-0.00000000,-0.00000000,-1.00000000",0,0,1,,0,5.999984,5.999963,6.000074,0.0015,1,15
1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269,1.2.826.0.1.3680043.8.498.21392572370649076486729381864268170044,VALID,,17,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.39062500,0.39062000","0.99888300,-0.04724320,0.00000000,-0.00000000,-0.00000000,-1.00000000",0,0,1,,0,6.000024,5.999970,6.000035,0.0009,1,17
1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269,1.2.826.0.1.3680043.8.498.58849834278018158596588761481850832613,VALID,,19,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.39062000,0.39062000","0.99888300,-0.00125127,0.04724320,-0.00000000,0.99964700,0.02655150",0,0,1,,0,6.000001,5.999887,6.000061,0.0019,1,19
1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269,1.2.826.0.1.3680043.8.498.60540822688937024151515211249136527086,VALID,,16,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.39062500,0.39062500","0.01110870,0.99993800,0.00000000,-0.00000000,-0.00000000,-1.00000000",0,0,1,,0,5.999993,5.999963,6.000074,0.0014,1,16
1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269,1.2.826.0.1.3680043.8.498.72927358331925618209337297088502467019,VALID,,17,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.39062500,0.39062500","0.01110870,0.99993800,0.00000000,-0.00000000,-0.00000000,-1.00000000",0,0,1,,0,5.999984,5.999963,6.000074,0.0015,1,17
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.10615181069597744316725609035737538256,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.98735935,0.15849771,-0.00000000,-0.01037205,0.06461254,-0.99785652",0,0,1,,0,3.600000,3.599996,3.600003,0.0001,1,30
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.11547431245652234248420888650946548426,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.98735935,0.15849771,-0.00000000,-0.01037205,0.06461254,-0.99785652",0,0,1,,0,3.600000,3.599996,3.600003,0.0001,1,30
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.11587327685249364808271419937082956182,VALID,,31,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.00000000,0.99945022,0.03315518,0.00000000,0.03315518,-0.99945022",0,0,1,,0,3.599998,3.599991,3.600006,0.0002,1,31
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.12523349523523873701974348776140572598,VALID,,31,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.00000000,0.99945022,0.03315518,0.00000000,0.03315518,-0.99945022",0,0,1,,0,3.599998,3.599991,3.600006,0.0002,1,31
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.12732383166865567737155895240298731328,VALID,,16,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.23437500,0.23437500","0.98154539,0.19122930,-0.00000001,0.10749275,-0.55174091,-0.82705942",0,0,1,,0,2.400000,2.399999,2.400001,0.0001,1,16
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.17360824747479003641890365728229234850,VALID,,160,MR,1.2.840.10008.5.1.4.1.1.4,256,256,"0.62500000,0.62500000","0.98685571,0.16112760,0.01239809,-0.16160388,0.98394720,0.07571061",0,0,1,,0,0.600000,0.600000,0.600000,0.0000,1,160
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.26822768456111767807589411073221552859,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.23437500,0.23437500","0.98685572,0.16112754,0.01239809,-0.16160383,0.98394721,0.07571061",0,0,1,,0,3.900000,3.899998,3.900006,0.0001,1,32
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.52444697164788705175272253472603452510,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.23437500,0.23437500","0.98685572,0.16112754,0.01239809,-0.16160383,0.98394721,0.07571061",0,0,1,,0,3.900000,3.899998,3.900006,0.0001,1,32
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.57364526485482588739427610964232262633,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.98735935,0.15849771,-0.00000000,-0.01037205,0.06461254,-0.99785652",0,0,1,,0,3.600000,3.599996,3.600003,0.0001,1,30
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.85882940181613853299856422477908640526,VALID,,31,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.00000000,0.99945022,0.03315518,0.00000000,0.03315518,-0.99945022",0,0,1,,0,3.599998,3.599991,3.600006,0.0002,1,31
1.2.826.0.1.3680043.8.498.10077497528995409346950814927366582736,1.2.826.0.1.3680043.8.498.11179656284155940848820194004757335696,VALID,,25,MR,1.2.840.10008.5.1.4.1.1.4,704,640,"0.31250000,0.31250000","-0.13273682,0.99115133,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,4.000002,3.999994,4.000003,0.0002,1,25
1.2.826.0.1.3680043.8.498.10077497528995409346950814927366582736,1.2.826.0.1.3680043.8.498.52609252494549544989037353476227811522,VALID,,25,MR,1.2.840.10008.5.1.4.1.1.4,740,672,"0.29730000,0.29730000","-0.13273682,0.99115133,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,4.000002,3.999994,4.000010,0.0002,1,25
1.2.826.0.1.3680043.8.498.10077497528995409346950814927366582736,1.2.826.0.1.3680043.8.498.67427853745604128232725516738876899640,VALID,,25,MR,1.2.840.10008.5.1.4.1.1.4,564,512,"0.39010000,0.39010000","-0.13273682,0.99115133,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,4.000002,3.999994,4.000003,0.0002,1,25
1.2.826.0.1.3680043.8.498.10077497528995409346950814927366582736,1.2.826.0.1.3680043.8.498.75225539867204936817329444857995249574,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,540,512,"0.35190000,0.35190000","0.99936801,-0.00157584,0.03551139,0.00332104,0.99878639,-0.04913937",0,0,1,,0,4.400000,4.399993,4.400008,0.0002,1,36
1.2.826.0.1.3680043.8.498.10077497528995409346950814927366582736,1.2.826.0.1.3680043.8.498.87780060142336195144016088675067889095,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.39060000,0.39060000","0.99831927,0.04911521,0.03076239,0.02423039,0.12844867,-0.99142009",0,0,1,,0,4.000001,3.999994,4.000005,0.0002,1,32
1.2.826.0.1.3680043.8.498.10077803906105306230229342168184970097,1.2.826.0.1.3680043.8.498.25907331750467633841871804423069889144,VALID,,19,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.36458333,0.36458333","0.04203995,0.99911593,0.00000004,0.04290543,-0.00180530,-0.99907751",0,0,1,,0,4.400001,4.399997,4.400005,0.0001,1,19
1.2.826.0.1.3680043.8.498.10077803906105306230229342168184970097,1.2.826.0.1.3680043.8.498.35461930354143940974642150297761639127,VALID,,19,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.28125000,0.28125000","0.07452214,0.99721936,-0.00000005,0.11611756,-0.00867751,-0.99319757",0,0,1,,0,3.300002,3.299994,3.300003,0.0002,1,19
1.2.826.0.1.3680043.8.498.10077803906105306230229342168184970097,1.2.826.0.1.3680043.8.498.59555639823582486217889487781737126277,VALID,,24,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.43229167,0.43229167","0.98627084,-0.00336452,0.16510149,-0.00000001,0.99979242,0.02037434",0,0,1,,0,3.300000,3.299994,3.300003,0.0002,1,24
1.2.826.0.1.3680043.8.498.10077803906105306230229342168184970097,1.2.826.0.1.3680043.8.498.74334922299557471072402543805514695663,VALID,,16,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.99098320,0.13398618,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,6.479999,6.479991,6.480007,0.0001,1,16
1.2.826.0.1.3680043.8.498.10081117556977868957150377234052259018,1.2.826.0.1.3680043.8.498.11984659184847340623187455521474478239,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.99317065,-0.11667074,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.600000,3.599995,3.600003,0.0001,1,30
1.2.826.0.1.3680043.8.498.10081117556977868957150377234052259018,1.2.826.0.1.3680043.8.498.11993387778168096411963985619648870481,VALID,,16,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.23437500,0.23437500","0.99277542,0.07570260,-0.09309180,0.00000000,0.77584670,0.63092146",0,0,1,,0,2.400000,2.399999,2.400001,0.0001,1,16
1.2.826.0.1.3680043.8.498.10081117556977868957150377234052259018,1.2.826.0.1.3680043.8.498.18034687025255390862101903338402067103,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.08180293,0.99664852,-0.00000000,-0.11442595,0.00939185,-0.99338738",0,0,1,,0,3.600000,3.599996,3.600008,0.0002,1,29
1.2.826.0.1.3680043.8.498.10081117556977868957150377234052259018,1.2.826.0.1.3680043.8.498.40138084701193504692300116021221928305,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.99317065,-0.11667074,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.600000,3.599995,3.600003,0.0001,1,30
1.2.826.0.1.3680043.8.498.10081117556977868957150377234052259018,1.2.826.0.1.3680043.8.498.63761209305397181817615997660125409593,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.08180293,0.99664852,-0.00000000,-0.11442595,0.00939185,-0.99338738",0,0,1,,0,3.600000,3.599996,3.600008,0.0002,1,29
1.2.826.0.1.3680043.8.498.10081117556977868957150377234052259018,1.2.826.0.1.3680043.8.498.70860619701802043401860561907550358128,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.23437500,0.23437500","0.99921816,0.01064252,-0.03807624,-0.01046414,0.99993334,0.00488099",0,0,1,,0,3.900000,3.899996,3.900004,0.0001,1,30
1.2.826.0.1.3680043.8.498.10081117556977868957150377234052259018,1.2.826.0.1.3680043.8.498.80432235753572426151456220761790087730,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.08180293,0.99664852,-0.00000000,-0.11442595,0.00939185,-0.99338738",0,0,1,,0,3.600000,3.599996,3.600008,0.0002,1,29
1.2.826.0.1.3680043.8.498.10081117556977868957150377234052259018,1.2.826.0.1.3680043.8.498.92960296688581206433523891848228463595,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.23437500,0.23437500","0.99921816,0.01064252,-0.03807624,-0.01046414,0.99993334,0.00488099",0,0,1,,0,3.900000,3.899996,3.900004,0.0001,1,30
1.2.826.0.1.3680043.8.498.10085187975213640798228717119613397941,1.2.826.0.1.3680043.8.498.11937405551646049903918830246970006283,VALID,,24,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.99523395,0.09005072,0.03742043,0.03542072,0.02370359,-0.99909133",0,0,1,,0,4.949999,4.949997,4.950005,0.0001,1,24
1.2.826.0.1.3680043.8.498.10085187975213640798228717119613397941,1.2.826.0.1.3680043.8.498.30612781365806999657709742696576857451,VALID,,320,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.28145695,0.28145695","-0.09085590,0.99565506,0.02040096,0.03542072,0.02370359,-0.99909133",0,0,1,,0,0.399993,0.399978,0.400008,0.0038,1,320
1.2.826.0.1.3680043.8.498.10085187975213640798228717119613397941,1.2.826.0.1.3680043.8.498.56139651590917417326146433456594976281,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,560,560,"0.28571430,0.28571430","-0.09085590,0.99565506,0.02040096,0.03542072,0.02370359,-0.99909133",0,0,1,,0,4.399999,4.399999,4.400007,0.0002,1,26
1.2.826.0.1.3680043.8.498.10085187975213640798228717119613397941,1.2.826.0.1.3680043.8.498.62528033445367515360713711873528975698,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.99523395,0.09005072,0.03742043,-0.09085590,0.99565506,0.02040096",0,0,1,,0,5.500000,5.499998,5.500000,0.0000,1,30
1.2.826.0.1.3680043.8.498.10085187975213640798228717119613397941,1.2.826.0.1.3680043.8.498.64196529040018685703593172441461699859,VALID,,186,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.28145695,0.28145695","0.99523393,0.09005072,0.03742043,-0.09085590,0.99565506,0.02040096",0,0,1,,0,0.900000,0.899994,0.900002,0.0007,1,186
1.2.826.0.1.3680043.8.498.10087350795575215080051569638065974347,1.2.826.0.1.3680043.8.498.10238197199619807565017429401905996014,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.38727298,0.92195827,0.00353997,0.00914039,0.00000000,-0.99995822",0,0,1,,0,3.300000,3.299993,3.300007,0.0002,1,35
1.2.826.0.1.3680043.8.498.10087350795575215080051569638065974347,1.2.826.0.1.3680043.8.498.22083524570800997810756116671664380573,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.99995822,-0.00000000,0.00914039,0.00000000,1.00000000,0.00000000",0,0,1,,0,4.400000,4.399998,4.400002,0.0000,1,30
1.2.826.0.1.3680043.8.498.10087350795575215080051569638065974347,1.2.826.0.1.3680043.8.498.34095714566922854072855180431349364470,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31449163,0.31449163","0.99995822,-0.00000000,0.00914039,0.00914039,0.00000000,-0.99995822",0,0,1,,0,3.700000,3.699997,3.700005,0.0001,1,30
